year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1891,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1892,2,0.78
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1894,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1895,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1896,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1897,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1898,1,0.81
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1899,1,0.46
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1900,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1902,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1903,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1906,2,0.71
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1907,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1913,1,0.25
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1914,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1916,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1917,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1918,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1919,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1920,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1925,1,0.44
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1927,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1930,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1932,1,0.37
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1934,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1935,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1936,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1938,1,0.29
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1940,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1941,1,0.36
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1942,1,0.39
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1944,1,0.55
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1945,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-1947,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-2686,2,0.97
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-2799,1,0.59
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3159,2,0.93
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3567,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3573,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3580,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3636,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3639,1,0.36
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3666,1,0.85
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3672,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3673,2,0.76
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3696,1,0.58
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3708,1,0.57
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3721,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3729,1,0.56
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3730,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3731,1,0.49
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3732,1,0.41
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3775,2,1.33
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3796,1,0.52
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3802,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3810,3,1.56
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3816,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3817,3,2.21
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3818,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3840,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3871,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3872,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3939,1,1.01
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3946,2,0.81
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3948,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3956,1,0.59
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3966,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3967,1,0.4
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3969,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 37-3993,0,NA
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1335,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1348,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1349,2,1.08
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1350,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1351,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1352,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1353,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1354,1,0.52
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1359,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1360,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1361,1,0.72
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1362,4,1.54
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1363,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1364,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1365,1,0.4
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1366,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1367,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1368,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1372,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1373,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1374,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1375,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1376,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1377,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1378,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1379,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1380,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1772,1,0.45
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1773,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1774,1,0.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1775,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1776,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1779,2,1.34
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1780,1,0.51
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1781,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1783,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1784,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1787,1,0.38
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1788,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1801,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1817,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1818,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1819,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1821,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1824,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1826,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1835,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1842,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1843,1,0.77
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1845,2,0.88
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1846,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1847,1,0.36
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1849,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1851,1,0.34
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1855,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1856,2,0.87
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1857,3,0.94
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1858,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1859,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1860,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1861,2,0.52
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1867,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1868,1,0.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1869,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1870,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1874,1,0.36
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1887,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1888,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1889,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1893,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1910,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1911,1,0.41
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1962,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1963,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1968,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1969,1,0.83
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1970,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1971,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1974,1,0.48
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1976,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1977,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1978,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1980,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1982,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1983,1,0.4
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1986,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1990,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1991,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1992,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1993,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1994,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1995,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1996,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1997,1,0.74
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-1999,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2000,1,0.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2001,1,0.37
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2002,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2004,1,0.7
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2006,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2007,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2008,1,0.81
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2009,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2011,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2013,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2014,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2015,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2016,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2017,1,0.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2018,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2020,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2021,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2023,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2024,1,0.74
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2025,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2026,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2027,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2028,2,0.96
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2029,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2033,1,0.43
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2034,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2035,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2037,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2038,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2039,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2040,1,0.49
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2043,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2052,1,0.86
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2055,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2057,1,0.45
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2058,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2059,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2061,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2064,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2090,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2104,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2105,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2113,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2115,1,2.94
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2541,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2542,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2543,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2544,2,0.97
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2545,1,0.35
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2546,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2547,1,0.75
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2549,2,0.91
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2550,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2749,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2750,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2850,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2852,1,0.7
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2853,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2861,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2862,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-2928,1,0.34
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3267,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3320,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3341,2,0.81
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3345,1,0.6
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3424,1,0.57
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3496,4,1.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3566,1,0.46
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3570,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3571,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3595,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3605,2,0.89
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3628,2,1.14
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3665,1,0.79
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3669,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3679,1,1.12
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3686,1,0.52
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3700,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3701,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3705,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3719,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3747,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3748,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3749,2,1.16
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3750,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3776,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3787,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3803,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3804,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3807,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3875,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3876,2,1.3
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3877,1,0.65
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3934,3,1.25
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3947,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3949,1,0.67
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3951,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3974,1,1.08
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3975,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 43-3997,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1262,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1263,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1264,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1265,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1266,2,1.17
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1267,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1268,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1269,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1271,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1272,2,0.73
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1274,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1275,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1277,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1278,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1279,1,0.37
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1280,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1282,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1283,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1284,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1285,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1292,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1300,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1309,2,0.74
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1310,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1311,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1312,1,0.76
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1313,1,0.68
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1314,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1357,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1358,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1369,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1370,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1371,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1400,1,0.54
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1401,1,0.43
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1402,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1403,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1404,1,0.62
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1406,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1952,1,0.69
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1953,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1954,1,0.65
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1955,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1957,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1959,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1961,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1964,1,0.65
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1965,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1966,2,1.08
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1967,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-1975,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2044,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2045,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2047,1,0.36
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2048,0,0
