year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2049,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2050,1,0.74
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2056,1,0.54
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2065,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2068,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2069,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2071,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2074,1,0.38
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2075,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2076,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2081,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2083,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2084,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2088,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2089,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2091,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2092,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2093,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2094,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2095,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2096,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2097,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2098,2,0.9
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2099,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2100,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2109,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2110,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2127,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2128,4,2.01
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2129,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2142,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2143,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2145,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2152,2,1.42
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2228,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2231,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2234,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2236,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2237,1,0.34
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2238,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2239,2,0.65
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2240,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2243,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2244,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2245,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2247,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2249,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2251,2,0.71
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2252,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2253,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2257,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2260,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2261,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2263,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2264,1,0.27
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2266,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2267,1,0.46
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2268,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2269,1,0.67
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2270,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2271,1,0.45
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2272,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2274,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2275,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2276,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2277,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2280,1,0.33
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2282,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2283,1,0.67
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2285,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2286,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2289,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2290,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2291,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2292,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2293,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2295,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2296,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2297,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2298,1,0.61
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2299,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2302,1,0.51
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2303,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2304,1,0.54
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2305,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2306,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2307,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2308,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2309,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2310,1,0.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2311,1,0.38
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2313,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2314,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2316,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2317,1,0.49
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2318,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2319,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2320,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2321,3,1.62
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2322,4,1.69
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2323,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2324,1,0.54
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2325,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2326,1,0.49
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2327,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2328,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2330,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2332,1,0.74
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2333,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2334,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2335,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2336,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2337,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2338,2,1.1
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2339,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2340,2,0.72
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2341,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2342,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2343,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2344,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2345,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2346,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2347,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2348,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2349,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2350,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2351,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2352,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2353,1,0.92
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2355,2,1.34
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2357,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2358,1,0.55
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2359,1,0.53
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2360,2,1.05
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2361,1,0.78
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2363,2,1.34
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2364,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2366,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2367,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2369,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2370,3,3.26
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2371,1,0.3
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2373,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2375,1,0.53
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2377,1,0.32
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2378,1,0.51
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2379,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2500,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2537,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2619,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2796,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-2987,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3252,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3262,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3677,1,0.62
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3728,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3788,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3798,1,0.48
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3805,2,1.15
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3815,1,1.14
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3950,2,0.65
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3952,1,0.56
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3959,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEA 46-3981,2,1.65
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEALTH,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEAN,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEAVIEW,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SEIDEL CREEK,1,1.25
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SELLECK,1,1.18
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SERENIDAD,3,1.88
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-1031,1,0.74
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3057,1,1.52
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3059,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3060,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3061,3,2.54
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3062,1,0.69
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3063,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3065,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3066,5,2.4
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3068,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3069,2,1.45
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3070,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3073,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3074,4,2.31
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3075,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3076,2,1.28
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3081,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3100,1,1.01
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3101,3,1.66
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3102,1,0.47
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3104,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3107,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3618,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3704,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3774,1,0.85
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3953,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SET 33-3995,1,0.57
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHADOW LAKE,2,1.22
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHADY LAKE,2,1.14
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHAMROCK,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHANGRI-LA,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHAWNEE,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHEFFIELD,2,1.08
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0001,1,0.85
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0012,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0024,1,0.59
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0038,2,1.12
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0088,1,1.16
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0232,1,0.68
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0241,2,1.1
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0267,1,0.5
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0274,2,1.83
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0277,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0296,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0319,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0335,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0346,2,2.56
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0357,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0368,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0378,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0396,0,0
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0401,1,0.53
2023,General,Port of Seattle,Commissioner Position No. 5,Write-in,SHL 32-0407,0,0
